tensor(1.1489, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0211, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0276, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0302, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0760, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0087, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0111, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0152, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0120, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0116, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0368, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0152, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0152, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0416, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0425, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0536, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0180, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0243, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0198, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0239, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0591, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0153, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0279, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0123, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0099, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0316, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0111, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0137, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0544, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0159, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0214, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0123, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.2797, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0150, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0248, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0189, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0902, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0187, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0063, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0140, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.1820, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0158, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0190, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0171, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0286, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0306, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0227, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0222, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0146, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0266, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0214, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0239, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0222, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0287, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0180, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0196, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0324, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0406, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.9059, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0194, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0093, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0187, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0083, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0376, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0214, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0116, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0239, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0165, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.2327, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0050, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0216, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0226, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0160, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0369, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0279, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0399, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0328, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0108, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0462, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0112, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0259, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0202, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0239, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0201, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0206, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0394, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0159, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0179, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0475, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0153, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0563, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0123, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0342, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0122, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0200, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0203, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0079, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0145, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0302, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0137, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0231, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0154, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0586, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0148, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0382, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0136, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0238, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0204, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0115, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0114, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0103, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0082, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0380, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0193, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0117, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0085, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0859, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0070, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0282, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0105, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0128, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0554, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0202, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0290, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0162, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0291, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0060, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0118, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0120, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0297, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0314, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0160, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0118, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0251, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0106, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0122, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0457, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0190, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0612, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0797, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0081, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0279, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0157, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0116, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0209, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0401, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0130, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0151, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0156, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0120, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0156, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0186, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0239, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0138, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0110, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0186, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0310, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0119, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0077, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0210, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0087, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0095, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0159, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0113, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0631, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0268, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0183, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0306, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0079, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0158, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0198, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0379, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0190, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0240, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0327, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0087, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0206, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0154, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0214, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0315, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0229, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0070, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0250, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.1018, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0499, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0106, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0167, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0152, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0154, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0345, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0345, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0107, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0169, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0081, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0210, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0049, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0290, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0136, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0088, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0099, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0270, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0282, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0147, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0114, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0188, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0163, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0148, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.1312, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0205, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0139, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0438, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0394, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0195, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0173, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0271, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0199, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0094, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0165, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0194, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0113, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0126, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0174, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0414, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0394, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0077, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0072, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0205, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0119, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0120, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0335, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0267, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0254, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0171, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0131, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0174, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0175, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0186, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0146, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0077, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0074, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.1441, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0256, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0074, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.1242, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0134, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0300, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0103, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0195, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0152, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0428, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0057, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0194, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0106, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0202, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0511, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0224, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0542, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0109, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0186, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0150, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6152, device='cuda:0')
tensor(0.9137, device='cuda:0')
tensor(0.4672, device='cuda:0')
tensor(0.6052, device='cuda:0')
tensor(0.2135, device='cuda:0')
tensor(0.2563, device='cuda:0')
tensor(0.2299, device='cuda:0')
tensor(0.4878, device='cuda:0')
tensor(0.5242, device='cuda:0')
tensor(0.1987, device='cuda:0')
tensor(0.2751, device='cuda:0')
tensor(0.2069, device='cuda:0')
tensor(0.6335, device='cuda:0')
tensor(0.9145, device='cuda:0')
tensor(0.9943, device='cuda:0')
tensor(3.9338, device='cuda:0')
tensor(0.1828, device='cuda:0')
tensor(0.6017, device='cuda:0')
tensor(0.2745, device='cuda:0')
tensor(0.4518, device='cuda:0')
tensor(0.7247, device='cuda:0')
tensor(4.7094, device='cuda:0')
tensor(2.6746, device='cuda:0')
tensor(0.8141, device='cuda:0')
tensor(0.6920, device='cuda:0')
tensor(0.0262, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0227, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0099, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0368, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0078, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0123, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0127, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0282, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0123, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0129, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0270, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0978, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0132, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0094, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0104, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0141, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0524, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0175, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0242, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0133, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0156, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0118, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0169, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0236, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0073, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0093, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0545, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0107, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0079, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0243, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0149, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0254, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0252, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0127, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0686, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0106, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0259, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0136, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0115, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0137, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0104, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0346, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0057, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0653, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0250, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0238, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0152, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0131, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0357, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0230, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0216, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0079, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0164, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0148, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0694, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0080, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0420, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0154, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0165, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0133, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0180, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0096, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0064, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0407, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0136, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0596, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0189, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0342, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0244, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0138, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0246, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0434, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0148, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0171, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0275, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0171, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0145, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0392, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0357, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0149, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0107, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0090, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0262, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0079, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0194, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0256, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0130, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0166, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0052, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0147, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0095, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0217, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0077, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0393, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0159, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0109, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0170, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0121, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0235, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0152, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0174, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0111, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0122, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0110, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0229, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0061, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0109, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0075, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0069, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0453, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0086, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0219, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0151, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0091, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0085, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0131, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0124, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0589, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0255, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0209, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0096, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0070, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0139, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0063, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.3682, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0098, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0165, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0123, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0381, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0196, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0086, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0163, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0142, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0150, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0055, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0083, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0088, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0223, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0073, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0451, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0200, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0326, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0184, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0106, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0226, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0320, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0089, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0168, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0075, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.0079, device='cuda:0', grad_fn=<AddBackward0>)
